book_id,isbn,isbn13,authors,original_publication_year,original_title,title,average_rating,ratings_count
6748,316925284,9780000000000,David Foster Wallace,1996.0,A Supposedly Fun Thing I'll Never Do Again: Essays and Arguments,A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments,4.28,23272
98413,1421501082,9780000000000,Ai Yazawa,2000.0,NANA―ナナ― 1,"Nana, Vol. 1 (Nana, #1)",4.21,28627
298567,60766204,9780000000000,"Joseph Delaney, Patrick  Arrasmith",2004.0,"The Spook's Apprentice (The Last Apprentice / Wardstone Chronicles, #1)","Revenge of the Witch (The Last Apprentice / Wardstone Chronicles, #1)",3.97,27305
32257,553815024,9780000000000,Tess Gerritsen,2003.0,The Sinner,"The Sinner (Rizzoli & Isles, #3)",4.12,28283
6250169,61161705,9780000000000,Terry Pratchett,2009.0,Unseen Academicals,"Unseen Academicals (Discworld, #37; Rincewind #8)",3.97,30330
11071466,1416990674,9780000000000,Morgan Matson,2012.0,Second Chance Summer,Second Chance Summer,4.16,31983
381704,1401359604,9780000000000,Plum Sykes,2004.0,Bergdorf Blondes,Bergdorf Blondes,3.26,23795
17162,375829873,9780000000000,Robert Cormier,1974.0,The Chocolate War,"The Chocolate War (Chocolate War, #1)",3.48,31633
25104,1563892871,9780000000000,"Neil Gaiman, Michael Zulli, Jon J. Muth, Charles Vess, Mikal Gilmore",1996.0,The Sandman: The Wake,The Wake (The Sandman #10),4.53,32360
765281,030700113X,9780000000000,"Teddy Slater, Bill Langley, Ron Dias, Walt Disney Company",1940.0,Lady and the Tramp (Little Golden Book),Lady and the Tramp,4.36,28011
1821571,1406309354,9780000000000,Anthony Horowitz,2007.0,Snakehead,"Snakehead (Alex Rider, #7)",4.15,32743
10560331,1423147947,9780000000000,Ally Carter,2012.0,"Out of Sight, Out of Time","Out of Sight, Out of Time (Gallagher Girls, #5)",4.35,39918
17286958,805098542,9780000000000,"Bill O'Reilly, Martin Dugard",2013.0,Killing Jesus: A History ,Killing Jesus: A History,3.89,18107
183822,60580674,9780000000000,James Rollins,2004.0,Sandstorm,"Sandstorm (Sigma Force, #1)",3.94,29665
18656030,031621762X,9780000000000,James S.A. Corey,2014.0,Cibola Burn,"Cibola Burn (The Expanse, #4)",4.12,21551
353814,751531189,9780000000000,Nelson DeMille,1988.0,The Charm School,The Charm School,4.26,25706
332631,1401200761,9780000000000,"Brian K. Vaughan, Pia Guerra, José Marzán Jr.",2003.0,Y: The Last Man Vol. 2: Cycles,"Y: The Last Man, Vol. 2: Cycles (Y: The Last Man, #2)",4.23,30504
3475268,61138010,9780000000000,Kim Harrison,2009.0,"White Witch, Black Curse","White Witch, Black Curse (The Hollows, #7)",4.35,38315
93426,609809644,9780000000000,Jack Weatherford,2004.0,Genghis Khan and the Making of the Modern World,Genghis Khan and the Making of the Modern World,4.01,25452
126609,393960420,9780000000000,Theodore Dreiser,1900.0,Sister Carrie,Sister Carrie,3.72,27401
1362193,9793062797,9790000000000,Andrea Hirata,2005.0,Laskar Pelangi,"Laskar Pelangi (Tetralogi Laskar Pelangi, #1)",4.15,18311
7904429,1934964387,9780000000000,Bryan Lee O'Malley,2010.0,"Scott Pilgrim, Volume 6: Scott Pilgrim's Finest Hour","Scott Pilgrim, Volume 6: Scott Pilgrim's Finest Hour",4.41,29308
31623,425198731,9780000000000,Patricia Cornwell,2003.0,Blow Fly,"Blow Fly (Kay Scarpetta, #12)",3.74,29283
33443,758213506,9780000000000,Joanne Fluke,2000.0,Chocolate Chip Cookie Murder,"Chocolate Chip Cookie Murder (Hannah Swensen, #1)",3.72,31242
9729504,61988340,9780000000000,Mitchell Zuckoff,2011.0,Lost in Shangri-la,"Lost in Shangri-la: A True Story of Survival, Adventure, and the Most Incredible Rescue Mission of World War II",3.82,27776
7247854,316051640,9780000000000,Sam Kean,2010.0,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements","The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",3.9,26820
52635,61002828,9780000000000,Clive Barker,1986.0,The Hellbound Heart,The Hellbound Heart,4.02,25074
17704903,345534522,9780000000000,"Bill Dedman, Paul Clark Newell Jr.",2013.0,Empty Mansions: The Mysterious Life of Huguette Clark and the Spending of a Great American Fortune,Empty Mansions: The Mysterious Life of Huguette Clark and the Spending of a Great American Fortune,3.76,22819
6457081,7178379,9780000000000,Tracy Chevalier,2009.0,Remarkable Creatures,Remarkable Creatures ,3.81,29667
3558003,451225724,9780000000000,Rachel Caine,2008.0,Lord of Misrule,"Lord of Misrule (The Morganville Vampires, #5)",4.18,38874
39031,446611239,9780000000000,"Douglas Preston, Lincoln Child",2001.0,The Cabinet of Curiosities,"The Cabinet of Curiosities (Pendergast, #3)",4.26,29003
9820,037575931X,9780000000000,Wallace Stegner,1987.0,Crossing to Safety,Crossing to Safety,4.16,25578
9440448,399157387,9780000000000,John Sandford,2011.0,Buried Prey,"Buried Prey (Lucas Davenport, #21)",4.23,24695
13497505,1400203759,9780000000000,Bob Goff,2012.0,Discover an Incredible Life in an Ordinary World,Love Does: Discover a Secretly Incredible Life in an Ordinary World,4.25,25791
106835,60555661,9780000000000,"Benjamin Graham, Jason Zweig, Warren Buffett",2003.0,The Intelligent Investor,The Intelligent Investor (Collins Business Essentials),4.27,29825
2095,055380202X,9780000000000,Stephen Hawking,2001.0,The Universe in a Nutshell,The Universe in a Nutshell,4.13,23596
9300768,316123358,9780000000000,Joe Abercrombie,2011.0,The Heroes,"The Heroes (First Law World, #5)",4.26,24964
5296,048641423X,9780000000000,Oscar Wilde,1893.0,An Ideal Husband,An Ideal Husband,4.03,29952
22557520,1476792488,9780000000000,Anna Todd,2014.0,After,"After (After, #1)",3.74,32027
1966969,778325342,9780000000000,Maria V. Snyder,2008.0,Fire Study,"Fire Study (Study, #3)",3.95,40523
11734,99282194,9780000000000,Philip Roth,2000.0,The Human Stain,"The Human Stain (The American Trilogy, #3)",3.84,21724
16303287,1442495995,9780000000000,"Cassandra Clare, Sarah Rees Brennan, Maureen Johnson, Cassandra Jean",2014.0,The Bane Chronicles,The Bane Chronicles,4.2,36885
409918,446699543,9780000000000,Michael Connelly,2004.0,The Narrows,"The Narrows (Harry Bosch, #10; Harry Bosch Universe, #12)",4.09,26274
14096,1401307787,9780000000000,Jon Kabat-Zinn,1994.0,"Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life","Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life",4.11,24259
50144,802142443,9780000000000,"Banana Yoshimoto, Megan Backus",1988.0,キッチン [Kitchen],Kitchen,3.83,25797
123543,312999526,9780000000000,Eric Van Lustbader,2003.0,Robert Ludlum's The Bourne Legacy,"The Bourne Legacy (Jason Bourne, #4)",3.86,23352
129619,743474155,9780000000000,Judith McNaught,1989.0,A Kingdom of Dreams ,"A Kingdom of Dreams (Westmoreland, #1)",4.25,34308
7095831,316056219,9780000000000,Paolo Bacigalupi,2010.0,Ship Breaker,"Ship Breaker (Ship Breaker, #1)",3.74,31911
385742,439650763,9780000000000,Suzanne Collins,2004.0,Gregor and the Prophecy of Bane,"Gregor and the Prophecy of Bane (Underland Chronicles, #2)",4.17,29586
85733,316159786,9780000000000,"James Patterson, Peter de Jonge",2006.0,Beach Road,Beach Road,3.81,27240
325085,140435123,9780000000000,"Charles Dickens, Mark Ford",1839.0,Nicholas Nickleby,Nicholas Nickleby,3.89,30272
4673605,345506405,9780000000000,"Dean Koontz, Kevin J. Anderson, Chuck Dixon, Brett Booth",2008.0,Dean Koontz's Frankenstein: Prodigal Son Volume 1 (Frankenstein),"Dean Koontz's Frankenstein, Volume 1: Prodigal Son",4.09,25349
12651,143037498,9780000000000,"Jean-Jacques Rousseau, Maurice Cranston",1762.0,Du contrat social: ou Principes du droit politique,The Social Contract,3.75,24397
3002300,1416905855,9780000000000,Laurie Halse Anderson,2008.0,Chains,"Chains (Seeds of America, #1)",4.09,32493
53447,9871144261,9790000000000,Ernesto Sabato,1948.0,El túnel,El túnel,4.04,23161
110331,451528816,9780000000000,"Alexander Hamilton, James Madison, John Jay, Philo-Publius, Clinton Rossiter, Charles R. Kessler",1787.0,The Federalist,The Federalist Papers,4.05,24648
25242224,1609452860,9780000000000,"Elena Ferrante, Ann Goldstein",2014.0,Storia della bambina perduta,"The Story of the Lost Child (The Neapolitan Novels, #4)",4.39,21358
1629601,786838183,9780000000000,E. Lockhart,2008.0,The Disreputable History of Frankie Landau-Banks,The Disreputable History of Frankie Landau-Banks,3.82,35300
6578507,143145444,9780000000000,"Sarah Blake, Orlagh Cassidy",2009.0,The Postmistress,The Postmistress,3.3,30320
10790277,316187704,9780000000000,Michael J. Sullivan,2010.0,Rise of Empire,"Rise of Empire (The Riyria Revelations, #3-4)",4.35,25757
657371,1416913629,9780000000000,Nic Sheff,2008.0,Tweak: Growing Up On Methamphetamines,Tweak: Growing Up On Methamphetamines,3.93,23544
10836728,316098795,9780000000000,Daniel O'Malley,2012.0,The Rook,"The Rook (The Checquy Files, #1)",4.12,27569
44170,803731531,9780000000000,Frank Beddor,2004.0,The Looking Glass Wars,"The Looking Glass Wars (The Looking Glass Wars, #1)",3.93,34581
2241558,1416549129,9780000000000,Philippa Gregory,2008.0,The Other Queen,"The Other Queen (The Plantagenet and Tudor Novels, #15)",3.62,32105
6261961,61843407,9780000000000,Joyce Maynard,2009.0,Labor Day,Labor Day,3.55,23043
7576115,385611072,9780000000000,Terry Pratchett,2010.0,I Shall Wear Midnight,"I Shall Wear Midnight (Discworld, #38; Tiffany Aching, #4)",4.35,30945
18077903,812993012,9780000000000,"Ed Catmull, Amy Wallace",2009.0,"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration","Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration",4.24,25488
91760,810959542,9780000000000,"Frida Kahlo, Carlos Fuentes, Sarah M. Lowe",1995.0,El diario de Frida Kahlo: Un íntimo autorretrato ,The Diary of Frida Kahlo: An Intimate Self-Portrait,3.88,25038
11580,452253802,9780000000000,"Stephen King, Bernie Wrightson, Michele Wrightson",1982.0,Creepshow,Creepshow,4.06,27690
29925,1841580651,9780000000000,Jeff Shaara,1996.0,Gods and Generals,"Gods and Generals (The Civil War Trilogy, #1)",4.05,25515
2712967,373773102,9780000000000,Gena Showalter,2008.0,The Darkest Pleasure,The Darkest Pleasure (Lords of the Underworld #3),4.28,38040
151370,312368577,9780000000000,Madeleine L'Engle,1986.0,Many Waters,"Many Waters (A Wrinkle in Time Quintet, #4)",4.01,33049
598159,805017585,9780000000000,"Bill Martin Jr., Eric Carle",2003.0,"Panda Bear, Panda Bear, What Do You See?","Panda Bear, Panda Bear, What Do You See?",4.21,27402
8701129,553807250,9780000000000,Lisa Gardner,2011.0,Love You More,"Love You More (Tessa Leoni, #1; Detective D.D. Warren, #5)",4.15,27629
792161,439796636,9780000000000,Michael Morpurgo,1982.0,War Horse,"War Horse (War Horse, #1)",4.13,24952
21685,156029022,9780000000000,Dennis Lehane,1994.0,A Drink Before the War,"A Drink Before the War (Kenzie & Gennaro, #1)",3.96,25800
657034,312368461,9780000000000,Chelsea Cain,2007.0,Heartsick,"Heartsick (Archie Sheridan & Gretchen Lowell, #1)",3.92,27974
12820360,1609089464,9780000000000,Julianne Donaldson,2012.0,Edenbrooke,"Edenbrooke (Edenbrooke, #1)",4.34,28536
16248311,62257838,9780000000000,Kathleen Tessaro,2013.0,The Perfume Collector,The Perfume Collector,3.97,22544
39030,765354950,9780000000000,"Douglas Preston, Lincoln Child",1997.0,Reliquary,"Reliquary (Pendergast, #2)",4.0,27362
8459594,140006872X,9780000000000,Gabrielle Hamilton,2001.0,"Blood, Bones and Butter: The Inadvertent Education of a Reluctant Chef","Blood, Bones, and Butter: The Inadvertent Education of a Reluctant Chef",3.71,24531
10,439827604,9780000000000,J.K. Rowling,2005.0,"Harry Potter Collection (Harry Potter, #1-6)","Harry Potter Collection (Harry Potter, #1-6)",4.73,24618
30016,586010165,9780000000000,Isaac Asimov,1957.0,The Naked Sun,The Naked Sun (Robot #2),4.12,26532
114230,974607800,9780000000000,Herman Melville,1853.0,"Bartleby, the Scrivener: A Story of Wall Street",Bartleby the Scrivener,3.9,26265
23512999,1501111671,9780000000000,Stephen King,2015.0,The Bazaar of Bad Dreams,The Bazaar of Bad Dreams,3.92,22054
9835731,374173958,9780000000000,"Lars Kepler, Ann Long",2009.0,Hypnotisören,"The Hypnotist (Joona Linna, #1)",3.63,23690
76658,345338588,9780000000000,Piers Anthony,1983.0,On a Pale Horse,"On a Pale Horse (Incarnations of Immortality, #1)",4.13,29492
43324,7165161,9780000000000,Sidney Sheldon,1985.0,The Sands of Time,Are You Afraid of the Dark?,3.64,21443
25378,60989157,9780000000000,"Tommy Lee, Vince Neil, Nikki Sixx, Neil Strauss, Mick Mars, Tommy Lee",2001.0,The Dirt: Confessions of the World's Most Notorious Rock Band,The Dirt: Confessions of the World's Most Notorious Rock Band,4.16,22482
7797,7169973,9780000000000,"Theo LeSieg, Roy McKie",1961.0,Ten Apples Up on Top,Ten Apples Up On Top!,4.11,28034
331319,451527704,9780000000000,"Theodore Dreiser, Richard R. Lingeman",1925.0,An American Tragedy ,An American Tragedy,3.94,25665
4645,684862212,9780000000000,Ernest Hemingway,1938.0,The Snows of Kilimanjaro and Other Stories,The Snows of Kilimanjaro and Other Stories,3.88,21365
9503336,031609966X,9780000000000,Elin Hilderbrand,2011.0,Silver Girl,Silver Girl,3.87,24819
22896,425190374,9780000000000,Alice Hoffman,1995.0,Practical Magic,Practical Magic,3.8,32994
13536649,034553364X,9780000000000,Kevin Hearne,2012.0,Trapped ,"Trapped (The Iron Druid Chronicles, #5)",4.28,27544
9475,439474299,9780000000000,Jenny Nimmo,2002.0,Midnight for Charlie Bone,"Midnight for Charlie Bone (The Children of the Red King, #1)",3.79,32917
23395680,553499114,9780000000000,"Amie Kaufman, Jay Kristoff",2015.0,Illuminae,"Illuminae (The Illuminae Files, #1)",4.32,44500
140671,812521390,9780000000000,Glen Cook,1984.0,The Black Company,"The Black Company (The Chronicles of the Black Company, #1)",3.96,27392
42986,316954993,9780000000000,Herman Wouk,1978.0,War and Remembrance,"War and Remembrance (The Henry Family, #2)",4.38,26633
37034,1567921892,9780000000000,"Susan Hill, John Lawrence",1983.0,The Woman in Black,The Woman in Black,3.68,24200
239810,64402754,9780000000000,Barbara Robinson,1972.0,The Best Christmas Pageant Ever,The Best Christmas Pageant Ever (The Herdmans #1),4.18,32516
9827,385333765,9780000000000,James Clavell,1962.0,King Rat,"King Rat (Asian Saga, #4)",4.1,25071
8811134,61449156,9780000000000,Michael  Grant,2012.0,Fear,"Fear (Gone, #5)",4.25,33178
327255,99642611,9780000000000,Frederick Forsyth,1984.0,The Fourth Protocol,The Fourth Protocol,3.99,24896
10990,770429459,9780000000000,Diana Gabaldon,2003.0,Lord John and the Private Matter,"Lord John and the Private Matter (Lord John Grey, #1)",3.66,28653
9681214,373210264,9780000000000,Aimee Carter,2011.0,The Goddess Test,"The Goddess Test (Goddess Test, #1)",3.83,44328
36086,1594489254,9780000000000,Steven Johnson,2006.0,The Ghost Map,"The Ghost Map: The Story of London's Most Terrifying Epidemic - and How It Changed Science, Cities, and the Modern World",3.91,24895
9297774,62048503,9780000000000,Anna Carey,2011.0,Eve,"Eve (Eve, #1)",3.69,34746
18353714,1455521205,9780000000000,David Baldacci,2014.0,The Target,"The Target (Will Robie, #3)",4.04,18115
52372,141187166,9780000000000,Susan Sontag,1973.0,On Photography,On Photography,3.84,22611
504420,074327041X,9780000000000,Vince Flynn,2007.0,Protect and Defend,"Protect and Defend (Mitch Rapp, #10)",4.34,23952
5182,140244824,9780000000000,Mary McGarry Morris,1995.0,Songs in Ordinary Time,Songs in Ordinary Time,3.68,27034
40067,1400080665,9780000000000,Erik Larson,2006.0,Thunderstruck,Thunderstruck,3.67,24760
1168341,385520697,9780000000000,Michio Kaku,2008.0,"Physics of the Impossible: A Scientific Exploration of the World of Phasers, Force Fields, Teleportation, and Time Travel","Physics of the Impossible: A Scientific Exploration into the World of Phasers, Force Fields, Teleportation, and Time Travel",4.07,22251
15595,006440630X,9780000000000,Karen Cushman,1995.0,The Midwife's Apprentice,The Midwife's Apprentice,3.71,33217
40200,1841954314,9780000000000,Michel Faber,2002.0,The Crimson Petal and the White,The Crimson Petal and the White,3.87,24932
4701,385520514,9780000000000,Mark Haddon,2006.0,A Spot of Bother,A Spot of Bother,3.46,23676
8709524,1595143211,9780000000000,Richelle Mead,2014.0,Silver Shadows,"Silver Shadows (Bloodlines, #5)",4.37,38152
16255,552998761,9780000000000,Armistead Maupin,1978.0,Tales of the City,"Tales of the City (Tales of the City, #1)",4.06,23666
100924,7157169,9780000000000,C.S. Lewis,1943.0,Perelandra,"Perelandra (Space Trilogy, #2)",3.97,26791
5510384,1416950079,9780000000000,Ellen Hopkins,2009.0,Tricks,"Tricks (Tricks, #1)",4.29,28687
11100431,316187712,9780000000000,Michael J. Sullivan,2012.0,Heir of Novron,"Heir of Novron (The Riyria Revelations, #5-6)",4.46,25185
93261,809594080,9780000000000,Washington Irving,1820.0,The Legend of Sleepy Hollow,The Legend of Sleepy Hollow,3.74,25433
3863861,425224201,9780000000000,Julie James,2008.0,Just the Sexiest Man Alive,Just the Sexiest Man Alive,3.94,36473
9436746,316036269,9780000000000,"James Patterson, Maxine Paetro",2011.0,10th Anniversary,"10th Anniversary (Women's Murder Club, #10)",4.05,27052
922991,755309510,9780000000000,Victoria Hislop,2005.0,The Island,The Island,3.99,23415
32441,553804812,9780000000000,Dean Koontz,1989.0,The Good Guy,The Good Guy,3.81,27061
64948,042520992X,9780000000000,Dean Koontz,1980.0,Whispers,Whispers,3.9,26304
6777616,385342314,9780000000000,Alan Bradley,2010.0,The Weed That Strings the Hangman's Bag,"The Weed That Strings the Hangman's Bag (Flavia de Luce, #2)",3.99,33519
32422,425203891,9780000000000,Dean Koontz,1992.0,Hideaway,Hideaway,3.82,27511
634407,312956738,9780000000000,"Ian Rankin, Mircea Pricăjan",1987.0,Knots & Crosses,"Knots and Crosses (Inspector Rebus, #1)",3.83,26055
138396,1582404135,9780000000000,"Robert Kirkman, Charlie Adlard",2004.0,"The Walking Dead, Vol. 2: Miles Behind Us","The Walking Dead, Vol. 02: Miles Behind Us",4.25,26082
3828382,1591842336,9780000000000,Seth Godin,2008.0,Tribes: We Need You to Lead Us,Tribes: We Need You to Lead Us,3.84,23803
46815,60858796,9780000000000,Marya Hornbacher,1997.0,Wasted: A Memoir of Anorexia and Bulimia ,Wasted: A Memoir of Anorexia and Bulimia,3.99,25452
6547188,61138037,9780000000000,Kim Harrison,2010.0,Black Magic Sanction,"Black Magic Sanction (The Hollows, #8)",4.39,36216
11505008,1609611543,9780000000000,William  Davis,2011.0,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health ","Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",3.71,21263
36315,345350804,9780000000000,"H.P. Lovecraft, August Derleth, Robert Bloch",1963.0,The Best of H.P. Lovecraft ,The Best of H.P. Lovecraft: Bloodcurdling Tales of Horror and the Macabre,4.31,25841
82192,60548258,9780000000000,Mary  Stewart,1970.0,The Crystal Cave,"The Crystal Cave (Arthurian Saga, #1)",4.12,34643
8138071,61138061,9780000000000,Kim Harrison,2011.0,Pale Demon,"Pale Demon (The Hollows, #9)",4.45,35141
160149,141182342,9780000000000,"H.P. Lovecraft, S.T. Joshi",1926.0,The Call of Cthulhu and Other Weird Stories,The Call of Cthulhu and Other Weird Stories,4.25,25663
15015,399142789,9780000000000,Neale Donald Walsch,1995.0,"Conversations with God, An Uncommon Dialogue: Living in the World with Honesty, Courage, and Love, Book 1","Conversations with God: An Uncommon Dialogue, Book 1",4.15,21977
23705512,1476785651,9780000000000,"Felicia Day, Joss Whedon",2015.0,You're Never Weird on the Internet (Almost),You're Never Weird on the Internet (Almost),4.14,28276
7926569,316120553,9780000000000,"James Patterson, Michael Ledwidge",2011.0,Now You See Her,Now You See Her,3.98,23426
268601,425150984,9780000000000,J.D. Robb,1995.0,Glory in Death,"Glory in Death (In Death, #2)",4.25,35158
16002136,785165622,9780000000000,"Matt Fraction, David Aja, Javier Pulido, Matt Hollingsworth, Chris Eliopoulos, Alan Davis",2013.0,"Hawkeye, Volume 1: My Life as a Weapon","Hawkeye, Volume 1: My Life as a Weapon",4.17,31993
6375845,1401223176,9780000000000,"Jeph Loeb, Jim Lee, Scott Williams, Alex Sinclair, Richard Starkings",2002.0,Absolute Batman Hush,Batman: Hush,4.29,24125
11299,375713271,9780000000000,"Haruki Murakami, Jay Rubin",2000.0,神の子どもたちはみな踊る,After the Quake,3.78,22682
6405929,316018783,9780000000000,James Patterson,2009.0,"I, Alex Cross","I, Alex Cross (Alex Cross, #16)",3.98,27046
53498,64409597,9780000000000,Sharon Creech,2001.0,Love That Dog,"Love That Dog (Jack, #1)",4.01,30254
73864,452281903,9780000000000,Dave Pelzer,1999.0,A Man Named Dave: A Story of Triumph and Forgiveness,A Man Named Dave (Dave Pelzer #3),3.87,23605
121927,515142816,9780000000000,Laurell K. Hamilton,2006.0,"Danse Macabre (Anita Blake, Vampire Hunter, #14)","Danse Macabre (Anita Blake, Vampire Hunter, #14)",3.81,36848
40425,809599813,9780000000000,Edgar Rice Burroughs,1912.0,Tarzan of the Apes,"Tarzan of the Apes (Tarzan, #1)",3.88,27529
26023,451221257,9780000000000,Jen Lancaster,2007.0,"Bright Lights, Big Ass: A Self-Indulgent, Surly, Ex-Sorority Girl's Guide to Why it Often Sucks in the City, or Who are These Idiots and Why Do They All Live Next Door to Me?","Bright Lights, Big Ass: A Self-Indulgent, Surly, Ex-Sorority Girl's Guide to Why It Often Sucks in the City, or Who Are These Idiots and Why Do They All Live Next Door to Me?",4.07,26690
74998,074974801X,9780000000000,Enid Blyton,1943.0,The Magic Faraway Tree,"The Magic Faraway Tree (The Faraway Tree, #2)",4.29,26364
17650,385491034,9780000000000,Margaret Atwood,1993.0,The Robber Bride,The Robber Bride,3.82,29797
2679633,044640103X,9780000000000,Larissa Ione,2008.0,Pleasure Unbound,"Pleasure Unbound (Demonica, #1)",4.07,40836
1388813,553589393,9780000000000,Lara Adrian,2007.0,Midnight Awakening ,"Midnight Awakening (Midnight Breed, #3)",4.25,34491
1611988,312379293,9780000000000,Jeffrey Archer,2008.0,A Prisoner of Birth,A Prisoner of Birth,4.09,21932
6424184,1416983090,9780000000000,Christopher Pike,2010.0,Thirst No. 2,"Thirst No. 2: Phantom, Evil Thirst, and Creatures of Forever (Thirst, #2)",4.06,26045
347610,618001905,9780000000000,Adam Hochschild,1998.0,King Leopold's Ghost,King Leopold's Ghost,4.15,25021
12283261,1451635753,9780000000000,"Jodi Picoult, Samantha van Leer",2012.0,Between the Lines,"Between the Lines (Between the Lines, #1)",3.58,29791
10059498,778329860,9780000000000,Diane Chamberlain,2011.0,The Midwife's Confession,The Midwife's Confession,4.05,24283
10138607,375424148,9780000000000,Craig Thompson,2011.0,Habibi,Habibi,4.04,27673
11093329,316196991,9780000000000,Anthony Horowitz,2011.0,The House of Silk,"The House of Silk (Sherlock Holmes, #1)",3.95,23541
9761778,1937053148,9780000000000,Jennifer L. Armentrout,2012.0,Deity,"Deity (Covenant, #3)",4.41,39069
6236809,1421527642,9780000000000,"Kanoko Sakurakouji, JN Productions, Pancha Diaz",2007.0,"Black Bird, Volume 1","Black Bird, Vol. 01 (Black Bird, #1)",4.08,27196
99894,394402677,9780000000000,Ira Levin,1976.0,The Boys from Brazil,The Boys from Brazil,4.05,25448
884288,61056901,9780000000000,Terry Pratchett,1994.0,Interesting Times,"Interesting Times (Discworld, #17; Rincewind #5)",4.17,26733
2003625,1416576754,9780000000000,Kresley Cole,2008.0,Dark Desires After Dusk,Dark Desires After Dusk (Immortals After Dark #6),4.38,35300
7091713,451229738,9780000000000,"Rachel Caine, Cynthia Holloway",2010.0,Kiss of Death,"Kiss of Death (The Morganville Vampires, #8)",4.22,33464
17828418,162704017X,9780000000000,Laurelin Paige,2013.0,Fixed on You,"Fixed on You (Fixed, #1)",4.16,37797
3173558,759529515,9780000000000,"James Patterson, NaRae Lee",2009.0,"Maximum Ride: The Manga, Vol. 1","Maximum Ride, Vol. 1 (Maximum Ride: The Manga, #1)",4.24,26254
12099007,1455806935,9780000000000,"Nora Roberts, MacLeod Andrews",2012.0,The Last Boyfriend,"The Last Boyfriend (Inn BoonsBoro, #2)",4.06,26861
10776592,156947981X,9780000000000,"Lene Kaaberbøl, Agnete Friis",2008.0,Drengen i kufferten,"The Boy in the Suitcase (Nina Borg, #1)",3.6,21666
22571552,1594487138,9780000000000,Jon Ronson,2015.0,So You’ve Been Publicly Shamed,So You've Been Publicly Shamed,3.91,22484
81779,140449272,9780000000000,"Plato, Christopher Gill",-385.0,Συμπόσιον,The Symposium,4.01,22413
11711,571215165,9780000000000,D.B.C. Pierre,2003.0,Vernon God Little,Vernon God Little,3.58,22284
76867,446667900,9780000000000,Michael Connelly,2000.0,A Darkness More Than Night,"A Darkness More Than Night (Harry Bosch, #7; Terry McCaleb, #2; Harry Bosch Universe, #9)",4.12,25552
58098,684843269,9780000000000,Ntozake Shange,1975.0,For Colored Girls Who Have Considered Suicide When the Rainbow Is Enuf ,for colored girls who have considered suicide/when the rainbow is enuf,4.27,24288
26236956,399175164,9780000000000,Nora Roberts,2016.0,The Obsession,The Obsession,4.18,25318
30228,515140872,9780000000000,Laurell K. Hamilton,2006.0,"Micah (Anita Blake, Vampire Hunter, #13)","Micah (Anita Blake, Vampire Hunter, #13)",3.62,37410
7060582,451230647,9780000000000,Chloe Neill,2010.0,Twice Bitten ,"Twice Bitten (Chicagoland Vampires, #3)",4.23,38287
320167,751525359,9780000000000,Patricia Cornwell,2000.0,The Last Precinct,"The Last Precinct (Kay Scarpetta, #11)",3.83,26250
10047589,307596850,9780000000000,Jennifer Close,2011.0,Girls in White Dresses,Girls in White Dresses,3.12,25167
92780,143039598,9780000000000,"Stella Gibbons, Lynne Truss, Roz Chast",1932.0,Cold Comfort Farm,Cold Comfort Farm,3.92,28260
17876897,1250109302,9780000000000,Sylvia Day,2016.0,One With You,"One with You (Crossfire, #5)",4.04,29564
33458,60735457,9780000000000,Christopher Moore,1999.0,The Lust Lizard of Melancholy Cove,"The Lust Lizard of Melancholy Cove (Pine Cove, #2)",3.85,26312
154091,553281747,9780000000000,William Gibson,1988.0,Mona Lisa Overdrive,"Mona Lisa Overdrive (Sprawl, #3)",3.97,26410
18553,044022912X,9780000000000,Theodore Taylor,1969.0,The Cay,"The Cay (The Cay, #1)",3.74,25832
107770,671744216,9780000000000,Julie Garwood,1992.0,The Secret,The Secret (Highlands' Lairds #1),4.26,32089
3238153,316025054,9780000000000,Justina Chen,2009.0,North of Beautiful,North of Beautiful,3.92,32034
77554,014023313X,9780000000000,Carol Shields,1993.0,The Stone Diaries,The Stone Diaries,3.84,27989
1087075,312364687,9780000000000,Beth Harbison,2007.0,Shoe Addicts Anonymous ,"Shoe Addicts Anonymous (Shoe Addict, #1)",3.57,24029
124509,385315147,9780000000000,"Peter Høeg, Tiina Nunnally",1992.0,Frøken Smillas fornemmelse for sne,Smilla's Sense of Snow,3.73,25868
135611,60740221,9780000000000,Bill Bryson,2007.0,Shakespeare: The World as Stage ,Shakespeare: The World as Stage,3.79,25343
9282,440235162,9780000000000,Nicholas Evans,2001.0,The Smoke Jumper,The Smoke Jumper,4.05,25668
4570768,803733569,9780000000000,Julia Hoban,2009.0,Willow,Willow,3.94,28342
56073,743222253,9780000000000,Hillary Rodham Clinton,2003.0,Living History,Living History,3.75,23870
